Reporting period end,Subject,Category,Data Item,Class of business group,Class of business category,Class of business,Reporting year basis,Accident/underwriting year,Development year,Value,Notes
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Commercial motor vehicle,Accident year,2013,5,1417000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Commercial motor vehicle,Accident year,2012,6,1274000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Commercial motor vehicle,Accident year,2011,7,1404000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Commercial motor vehicle,Accident year,2010,8,1212000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Commercial motor vehicle,Accident year,2009,9,1105000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Commercial motor vehicle,Accident year,2008,10,1119000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Domestic motor vehicle,Accident year,2018,0,6441000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Domestic motor vehicle,Accident year,2017,1,6149000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Domestic motor vehicle,Accident year,2016,2,5662000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Domestic motor vehicle,Accident year,2015,3,5582000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Domestic motor vehicle,Accident year,2014,4,4778000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Domestic motor vehicle,Accident year,2013,5,4585000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Domestic motor vehicle,Accident year,2012,6,4677000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Domestic motor vehicle,Accident year,2011,7,4333000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Domestic motor vehicle,Accident year,2010,8,4615000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Domestic motor vehicle,Accident year,2009,9,3787000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Domestic motor vehicle,Accident year,2008,10,3733000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Fire and industrial special risks (ISR),Accident year,2018,0,3140000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Fire and industrial special risks (ISR),Accident year,2017,1,3343000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Fire and industrial special risks (ISR),Accident year,2016,2,3001000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Fire and industrial special risks (ISR),Accident year,2015,3,3236000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Fire and industrial special risks (ISR),Accident year,2014,4,2017000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Fire and industrial special risks (ISR),Accident year,2013,5,2433000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Fire and industrial special risks (ISR),Accident year,2012,6,1639000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Fire and industrial special risks (ISR),Accident year,2011,7,5483000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Fire and industrial special risks (ISR),Accident year,2010,8,2277000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Fire and industrial special risks (ISR),Accident year,2009,9,1413000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Fire and industrial special risks (ISR),Accident year,2008,10,1527000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Houseowners and householders,Accident year,2018,0,4079000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Houseowners and householders,Accident year,2017,1,5094000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Houseowners and householders,Accident year,2016,2,4074000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Houseowners and householders,Accident year,2015,3,5027000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Houseowners and householders,Accident year,2014,4,2985000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Houseowners and householders,Accident year,2013,5,3214000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Houseowners and householders,Accident year,2012,6,2974000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Houseowners and householders,Accident year,2011,7,4602000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Houseowners and householders,Accident year,2010,8,3260000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Houseowners and householders,Accident year,2009,9,2991000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Short-tail property,Houseowners and householders,Accident year,2008,10,2451000000,
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Other,Aviation,Accident year,2018,0,#N/A,Data have been masked to maintain confidentiality.
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Other,Aviation,Accident year,2017,1,#N/A,Data have been masked to maintain confidentiality.
12/31/2018,Gross,Ultimate cost,Gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Other,Aviation,Accident year,2016,2,60000000,
